vehicle_id,battery_capacity_kwh,max_charge_rate_kw,max_discharge_rate_kw,efficiency,min_soc,max_soc
41,71.07699869993115,7.4,5.920000000000001,0.9,0.2,1.0
42,62.57052421784956,7.4,5.920000000000001,0.9,0.2,1.0
43,58.265275764176394,11.0,8.8,0.9,0.2,1.0
44,55.48344456616067,7.4,5.920000000000001,0.9,0.2,1.0
45,40.0,3.7,2.9600000000000004,0.9,0.2,1.0
46,49.20233687407937,3.7,2.9600000000000004,0.9,0.2,1.0
47,53.09041843560319,3.7,2.9600000000000004,0.9,0.2,1.0
48,75.85683339328374,11.0,8.8,0.9,0.2,1.0
49,65.15427434352692,7.4,5.920000000000001,0.9,0.2,1.0
50,40.0,3.7,2.9600000000000004,0.9,0.2,1.0
51,64.86125954092192,11.0,8.8,0.9,0.2,1.0
52,54.22376579375525,7.4,5.920000000000001,0.9,0.2,1.0
53,49.84616999541062,11.0,8.8,0.9,0.2,1.0
54,69.17514433261302,3.7,2.9600000000000004,0.9,0.2,1.0
55,75.46499283743927,3.7,2.9600000000000004,0.9,0.2,1.0
56,73.96920178674299,3.7,2.9600000000000004,0.9,0.2,1.0
57,47.41173715166042,11.0,8.8,0.9,0.2,1.0
58,55.36181436223178,11.0,8.8,0.9,0.2,1.0
59,64.96895147105346,3.7,2.9600000000000004,0.9,0.2,1.0
60,74.63317690683539,11.0,8.8,0.9,0.2,1.0
61,52.81238643232065,3.7,2.9600000000000004,0.9,0.2,1.0
62,57.215115350042744,3.7,2.9600000000000004,0.9,0.2,1.0
63,43.40497538990958,7.4,5.920000000000001,0.9,0.2,1.0
64,42.05690063878994,11.0,8.8,0.9,0.2,1.0
65,72.18788733591298,3.7,2.9600000000000004,0.9,0.2,1.0
66,80.34360042856234,3.7,2.9600000000000004,0.9,0.2,1.0
67,58.91984817629499,11.0,8.8,0.9,0.2,1.0
68,75.05299346838036,7.4,5.920000000000001,0.9,0.2,1.0
69,65.42454037571451,7.4,5.920000000000001,0.9,0.2,1.0
70,50.323203680923136,3.7,2.9600000000000004,0.9,0.2,1.0
71,65.4209340826262,11.0,8.8,0.9,0.2,1.0
72,83.07054849698955,7.4,5.920000000000001,0.9,0.2,1.0
73,59.46260941335073,11.0,8.8,0.9,0.2,1.0
74,83.4696548372101,11.0,8.8,0.9,0.2,1.0
75,40.0,3.7,2.9600000000000004,0.9,0.2,1.0
76,72.32853756562835,7.4,5.920000000000001,0.9,0.2,1.0
77,61.30570602357257,3.7,2.9600000000000004,0.9,0.2,1.0
78,55.51488974301199,7.4,5.920000000000001,0.9,0.2,1.0
79,61.37641164803254,7.4,5.920000000000001,0.9,0.2,1.0
80,40.0,7.4,5.920000000000001,0.9,0.2,1.0
81,56.70492168243732,7.4,5.920000000000001,0.9,0.2,1.0
82,65.35668857267619,7.4,5.920000000000001,0.9,0.2,1.0
83,82.16841067112274,11.0,8.8,0.9,0.2,1.0
84,52.22594672589529,3.7,2.9600000000000004,0.9,0.2,1.0
85,47.87259595660218,11.0,8.8,0.9,0.2,1.0
86,52.47364434623195,7.4,5.920000000000001,0.9,0.2,1.0
87,73.73103176553111,3.7,2.9600000000000004,0.9,0.2,1.0
88,64.93126664489526,7.4,5.920000000000001,0.9,0.2,1.0
89,52.05359694349442,3.7,2.9600000000000004,0.9,0.2,1.0
90,67.69901149670034,11.0,8.8,0.9,0.2,1.0
91,61.456163240220604,3.7,2.9600000000000004,0.9,0.2,1.0
92,74.52967485799334,3.7,2.9600000000000004,0.9,0.2,1.0
93,49.469203591839715,3.7,2.9600000000000004,0.9,0.2,1.0
94,55.085067801033475,3.7,2.9600000000000004,0.9,0.2,1.0
95,54.118377703017636,3.7,2.9600000000000004,0.9,0.2,1.0
96,40.0,7.4,5.920000000000001,0.9,0.2,1.0
97,64.44180415596864,3.7,2.9600000000000004,0.9,0.2,1.0
98,63.91582908269834,3.7,2.9600000000000004,0.9,0.2,1.0
99,60.07670184963691,11.0,8.8,0.9,0.2,1.0
100,56.481192999372794,3.7,2.9600000000000004,0.9,0.2,1.0
101,40.0,11.0,8.8,0.9,0.2,1.0
102,53.69032015851961,7.4,5.920000000000001,0.9,0.2,1.0
103,54.85928225209846,3.7,2.9600000000000004,0.9,0.2,1.0
104,47.96584096167572,11.0,8.8,0.9,0.2,1.0
105,57.580714325009865,11.0,8.8,0.9,0.2,1.0
106,66.06076285221808,7.4,5.920000000000001,0.9,0.2,1.0
107,88.29278851815795,3.7,2.9600000000000004,0.9,0.2,1.0
108,62.61866719247759,3.7,2.9600000000000004,0.9,0.2,1.0
109,63.86325586084146,11.0,8.8,0.9,0.2,1.0
110,58.883311263507494,3.7,2.9600000000000004,0.9,0.2,1.0
111,40.0,11.0,8.8,0.9,0.2,1.0
112,59.602291868261744,3.7,2.9600000000000004,0.9,0.2,1.0
113,60.9034531491154,11.0,8.8,0.9,0.2,1.0
114,96.94863168727929,3.7,2.9600000000000004,0.9,0.2,1.0
115,57.114585528283165,7.4,5.920000000000001,0.9,0.2,1.0
116,64.52321013500419,3.7,2.9600000000000004,0.9,0.2,1.0
117,59.47932345442135,3.7,2.9600000000000004,0.9,0.2,1.0
118,42.46982943570702,7.4,5.920000000000001,0.9,0.2,1.0
119,77.14234221772531,3.7,2.9600000000000004,0.9,0.2,1.0
120,71.27899549030161,7.4,5.920000000000001,0.9,0.2,1.0
121,71.8654792056457,3.7,2.9600000000000004,0.9,0.2,1.0
122,46.35918817807892,11.0,8.8,0.9,0.2,1.0
123,81.04191466404149,11.0,8.8,0.9,0.2,1.0
124,40.0,3.7,2.9600000000000004,0.9,0.2,1.0
125,68.80285640700406,3.7,2.9600000000000004,0.9,0.2,1.0
126,92.85683438714968,3.7,2.9600000000000004,0.9,0.2,1.0
127,45.14195512303968,11.0,8.8,0.9,0.2,1.0
128,51.50553405595842,3.7,2.9600000000000004,0.9,0.2,1.0
129,61.49477047631462,11.0,8.8,0.9,0.2,1.0
130,52.44786518825701,7.4,5.920000000000001,0.9,0.2,1.0
131,40.0,11.0,8.8,0.9,0.2,1.0
132,61.02844462209041,11.0,8.8,0.9,0.2,1.0
133,44.06544429410843,7.4,5.920000000000001,0.9,0.2,1.0
134,67.10388645952773,11.0,8.8,0.9,0.2,1.0
135,46.20863648649295,3.7,2.9600000000000004,0.9,0.2,1.0
136,83.24901607526309,3.7,2.9600000000000004,0.9,0.2,1.0
137,48.251200614956446,11.0,8.8,0.9,0.2,1.0
138,55.16907725691487,3.7,2.9600000000000004,0.9,0.2,1.0
139,72.20275826054504,11.0,8.8,0.9,0.2,1.0
140,41.53703525349067,3.7,2.9600000000000004,0.9,0.2,1.0
141,63.41189901906194,3.7,2.9600000000000004,0.9,0.2,1.0
142,79.60714131423643,11.0,8.8,0.9,0.2,1.0
143,40.0,3.7,2.9600000000000004,0.9,0.2,1.0
144,62.769507877984566,11.0,8.8,0.9,0.2,1.0
145,63.89824191372635,3.7,2.9600000000000004,0.9,0.2,1.0
146,71.72734307665965,3.7,2.9600000000000004,0.9,0.2,1.0
147,41.44573933682877,7.4,5.920000000000001,0.9,0.2,1.0
148,40.193150803735854,7.4,5.920000000000001,0.9,0.2,1.0
149,67.82912348425347,11.0,8.8,0.9,0.2,1.0
150,64.45477009849779,7.4,5.920000000000001,0.9,0.2,1.0
151,63.75739275518815,11.0,8.8,0.9,0.2,1.0
152,65.19672314245463,7.4,5.920000000000001,0.9,0.2,1.0
153,49.79962917632264,3.7,2.9600000000000004,0.9,0.2,1.0
154,63.48380545741505,11.0,8.8,0.9,0.2,1.0
155,64.39608709948021,11.0,8.8,0.9,0.2,1.0
156,49.28472872960448,3.7,2.9600000000000004,0.9,0.2,1.0
157,87.98661766717134,11.0,8.8,0.9,0.2,1.0
158,67.10749381367681,11.0,8.8,0.9,0.2,1.0
159,42.13044754196027,7.4,5.920000000000001,0.9,0.2,1.0
160,69.84830412950744,11.0,8.8,0.9,0.2,1.0
161,45.379774946590175,3.7,2.9600000000000004,0.9,0.2,1.0
162,71.80626905613678,7.4,5.920000000000001,0.9,0.2,1.0
163,77.37893368511106,7.4,5.920000000000001,0.9,0.2,1.0
164,47.68976522472434,3.7,2.9600000000000004,0.9,0.2,1.0
165,74.45064193866483,3.7,2.9600000000000004,0.9,0.2,1.0
166,66.19171390404748,7.4,5.920000000000001,0.9,0.2,1.0
167,72.33090239991735,11.0,8.8,0.9,0.2,1.0
168,88.4518947398092,7.4,5.920000000000001,0.9,0.2,1.0
169,56.31917825995694,3.7,2.9600000000000004,0.9,0.2,1.0
170,48.693957534637654,7.4,5.920000000000001,0.9,0.2,1.0
171,46.65728355561715,3.7,2.9600000000000004,0.9,0.2,1.0
172,47.762845725518424,7.4,5.920000000000001,0.9,0.2,1.0
173,58.843474358788434,11.0,8.8,0.9,0.2,1.0
174,65.11727962224965,7.4,5.920000000000001,0.9,0.2,1.0
175,64.15036198995028,7.4,5.920000000000001,0.9,0.2,1.0
176,72.40774873554035,3.7,2.9600000000000004,0.9,0.2,1.0
177,60.19502837816861,3.7,2.9600000000000004,0.9,0.2,1.0
178,81.80301115735975,3.7,2.9600000000000004,0.9,0.2,1.0
179,56.03014750143066,7.4,5.920000000000001,0.9,0.2,1.0
180,100.0,11.0,8.8,0.9,0.2,1.0
181,69.3850102164751,3.7,2.9600000000000004,0.9,0.2,1.0
182,47.14263665375576,3.7,2.9600000000000004,0.9,0.2,1.0
183,43.93661252908332,7.4,5.920000000000001,0.9,0.2,1.0
184,67.23708622864778,3.7,2.9600000000000004,0.9,0.2,1.0
185,56.64805822011223,11.0,8.8,0.9,0.2,1.0
186,70.71000741138138,11.0,8.8,0.9,0.2,1.0
187,67.09856436860318,3.7,2.9600000000000004,0.9,0.2,1.0
188,58.90756631014691,3.7,2.9600000000000004,0.9,0.2,1.0
189,47.29809422897392,7.4,5.920000000000001,0.9,0.2,1.0
190,40.0,11.0,8.8,0.9,0.2,1.0
191,53.302275718994686,11.0,8.8,0.9,0.2,1.0
192,72.84598191485209,3.7,2.9600000000000004,0.9,0.2,1.0
193,63.21140616195306,7.4,5.920000000000001,0.9,0.2,1.0
194,41.31391831932018,11.0,8.8,0.9,0.2,1.0
195,62.59771388776773,11.0,8.8,0.9,0.2,1.0
196,65.77976069593255,7.4,5.920000000000001,0.9,0.2,1.0
197,46.74213845698301,7.4,5.920000000000001,0.9,0.2,1.0
198,62.305876589182915,11.0,8.8,0.9,0.2,1.0
199,60.87313077669,11.0,8.8,0.9,0.2,1.0
200,42.85544553254066,7.4,5.920000000000001,0.9,0.2,1.0
201,65.36681040522424,11.0,8.8,0.9,0.2,1.0
202,68.41176789552351,3.7,2.9600000000000004,0.9,0.2,1.0
203,76.24576864762915,3.7,2.9600000000000004,0.9,0.2,1.0
204,75.80703078052355,7.4,5.920000000000001,0.9,0.2,1.0
205,40.0,7.4,5.920000000000001,0.9,0.2,1.0
206,45.93262440127316,7.4,5.920000000000001,0.9,0.2,1.0
207,67.7255290081299,3.7,2.9600000000000004,0.9,0.2,1.0
208,67.70678926368313,11.0,8.8,0.9,0.2,1.0
209,67.72571529459071,3.7,2.9600000000000004,0.9,0.2,1.0
210,100.0,11.0,8.8,0.9,0.2,1.0
211,68.5633576603975,3.7,2.9600000000000004,0.9,0.2,1.0
212,77.03348460270898,11.0,8.8,0.9,0.2,1.0
213,74.31002645239803,3.7,2.9600000000000004,0.9,0.2,1.0
214,69.77086876958697,7.4,5.920000000000001,0.9,0.2,1.0
215,55.27096133039482,3.7,2.9600000000000004,0.9,0.2,1.0
216,71.38453830739901,11.0,8.8,0.9,0.2,1.0
217,48.40762178193643,3.7,2.9600000000000004,0.9,0.2,1.0
218,56.44772089889987,3.7,2.9600000000000004,0.9,0.2,1.0
219,52.71954678256345,3.7,2.9600000000000004,0.9,0.2,1.0
220,61.22811209079484,7.4,5.920000000000001,0.9,0.2,1.0
221,94.71987850010262,3.7,2.9600000000000004,0.9,0.2,1.0
222,40.0,7.4,5.920000000000001,0.9,0.2,1.0
223,70.2939028556177,7.4,5.920000000000001,0.9,0.2,1.0
224,40.0,3.7,2.9600000000000004,0.9,0.2,1.0
225,52.9210220131585,3.7,2.9600000000000004,0.9,0.2,1.0
226,76.33425895451049,3.7,2.9600000000000004,0.9,0.2,1.0
227,60.96420028643194,11.0,8.8,0.9,0.2,1.0
228,43.83382833106041,3.7,2.9600000000000004,0.9,0.2,1.0
229,49.27044436110047,7.4,5.920000000000001,0.9,0.2,1.0
230,70.19396623402014,3.7,2.9600000000000004,0.9,0.2,1.0
231,49.04450052424295,11.0,8.8,0.9,0.2,1.0
232,63.246878843729625,3.7,2.9600000000000004,0.9,0.2,1.0
233,60.68357759855721,11.0,8.8,0.9,0.2,1.0
234,50.22599478591275,11.0,8.8,0.9,0.2,1.0
235,92.15916133987989,3.7,2.9600000000000004,0.9,0.2,1.0
236,69.50878533477017,7.4,5.920000000000001,0.9,0.2,1.0
237,40.0,11.0,8.8,0.9,0.2,1.0
238,62.796814721541416,3.7,2.9600000000000004,0.9,0.2,1.0
239,50.07320302847418,3.7,2.9600000000000004,0.9,0.2,1.0
240,72.78650002194335,7.4,5.920000000000001,0.9,0.2,1.0
241,48.11218892350949,11.0,8.8,0.9,0.2,1.0
242,58.278953377996515,11.0,8.8,0.9,0.2,1.0
243,67.57480918470685,3.7,2.9600000000000004,0.9,0.2,1.0
244,72.98632791255181,3.7,2.9600000000000004,0.9,0.2,1.0
245,41.99555389416336,7.4,5.920000000000001,0.9,0.2,1.0
246,54.98248146238578,7.4,5.920000000000001,0.9,0.2,1.0
247,52.87582033258566,11.0,8.8,0.9,0.2,1.0
248,50.200061511394324,11.0,8.8,0.9,0.2,1.0
249,86.48181360421646,3.7,2.9600000000000004,0.9,0.2,1.0
250,66.07472566441433,11.0,8.8,0.9,0.2,1.0
